"","Name","Location","Tags","Group","Type","Source Zone","Source Address","Source User","Source Device","Destination Zone","Destination Address","Destination Device","Application","Service","URL Category","Action","Profile","Options","Rule UUID","Target","Rule Usage Description","Rule Usage Rule Usage","Rule Usage Apps Seen","Days With No New Apps","Modified","Created"
"240","[Disabled]  HIS2","PA01","[Disabled] none","[Disabled]  none","[Disabled] universal","[Disabled]  untrust","[Disabled]  any","[Disabled]  any","[Disabled]  any","[Disabled]  dmz","[Disabled]  HIS2_pub","[Disabled]  any","[Disabled]  HIS2;[Disabled]  web-browsing","[Disabled]  any","[Disabled]  any","[Disabled]  Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","87ddf57d-dbff-4df2-bf8f-80794af0c633","[Disabled] any","[Disabled]  none","Used","0","-","2021-08-04 14:05:57","2021-07-29 13:42:50"
"241","MX02 NOWEB","PA01","none","none","universal","untrust","any","any","any","dmz","MX02_pub","any","any","service-https","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict;WildFire Analysis: Executable-Wildfire-Pruefung-WildFire","Traffic log sent at session end;Log Forwarding Profile setting: default","fb3e905a-95fa-44be-9687-eac778195689","any","none","Used","30","117","2021-07-29 14:31:05","2021-07-29 13:42:50"
"242","rule86","PA01","MobileIron","none","universal","dmz","mis02_priv;mis_priv;mivsp_dmz","any","any","untrust","any","any","apple-push-notifications;apple-vpp;google-base;itunes-base;ms-office365-base;ntp;ntp-base;ssh;ssl;traceroute;web-browsing","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","e29cfbd8-2758-49eb-ae8d-ac1359e99e5c","any","none","Used","8","57","2023-02-08 14:51:19","2021-07-29 13:42:50"
"243","Telekom_Wartungsrouter_TK","PA01","none","none","universal","dmz","Router_TK_Remotezugang","any","any","untrust","Telekom_Wartungsserver","any","open-vpn;ping;ssl;web-browsing","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict;WildFire Analysis: Executable-Wildfire-Pruefung-WildFire","Traffic log sent at session end;Log Forwarding Profile setting: default","cbcf37f8-c63c-4ece-9b78-933f1050933a","any","Für Router RZ W2","Used","2","424","2021-07-29 14:31:05","2021-07-29 13:42:50"
"244","Telekom_Wartungsrouter_TK-1","PA01","none","none","universal","dmz","Router_TK_Remotezugang","any","any","DMZ_Public","DMZ_Public_Gateway","any","open-vpn;ping;ssl;web-browsing","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict;WildFire Analysis: Executable-Wildfire-Pruefung-WildFire","Traffic log sent at session end;Log Forwarding Profile setting: default","16dd32af-e538-418d-9ca3-fee40be24fb2","any","Für Router RZ W2","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"245","FW-PITSS-1","PA01","none","none","universal","SSL-VPN","any","haecker-dom\vpn-pitss;haecker-dom\vpn-pitss2","any","trust","Domaincontroller-Gruppe","any","dns","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","18805104-92c6-4c72-99e4-d0c48f178f65","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"246","FW-PITSS","PA01","none","none","universal","SSL-VPN","any","haecker-dom\vpn-pitss;haecker-dom\vpn-pitss2","any","trust","filesrv05;lnxcdbk;lnxcdbt;vmwswe01","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","22407bd4-2f96-4e8a-8834-b7b5b2f7d114","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"247","FW-SWS-01","PA01","Cisco;SWS","none","universal","SSL-VPN","any","haecker-dom\dl_network_support_sws","any","HK_Venne;trust","Cisco_SDA_Fabric_IP_Pool;dna-p1-cimc;dna-p2-cimc;dna-p3-cimc;VLan-244_MGMT_10.255;VLan-3333_MGMT_DNA-Center_ISE;VLan-3351_Management_RZ;VLan-3354_MGMT_DNA_Center_Venne","any","any","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","979eeda5-34bb-4ac7-b01b-7aadabad95a1","any","SWS Netzwerksupport","Partially Used","4","84","2023-04-25 11:20:42","2022-12-22 11:47:22"
"248","FW-SWS-02","PA01","Cisco;SWS","none","universal","SSL-VPN","any","haecker-dom\dl_network_support_sws","any","trust","Domaincontroller-Gruppe","any","dns","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","c1fd34c4-9768-443a-a1af-2f9921358c19","any","SWS Netzwerksupport","Used","0","-","2023-01-25 11:58:43","2022-12-22 11:47:22"
"249","SWS-NF-01","PA01","SWS;Cisco","none","universal","trust","lnxnfroe-p1","any","any","untrust","SWS_185.210.101.66;SWS_185.210.101.67","any","any","TCP_2000-2010","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","5be5a61d-3505-4e2c-b62d-4e077b729e22","any","SWS Netflow VM""s","Partially Used","1","140","2022-12-23 10:50:51","2022-12-23 10:50:51"
"250","SWS-NF-02","PA01","SWS;Cisco","none","universal","trust","lnxnfroe-p1","any","any","untrust","SWS_185.210.101.68;SWS_185.210.101.69","any","any","service-https;TCP_2001","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","6f644296-dbfc-4fad-ae0e-47f74d7a9b7b","any","SWS Netflow VM""s","Unused","0","-","2022-12-27 12:13:38","2022-12-23 10:50:51"
"251","FW-HUND","PA01","none","none","universal","SSL-VPN","any","haecker-dom\vpn-hund","any","trust","VLan-1010_Werk1;VLan-1030_Werk3;VLan-1040_Werk4","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","0d4e5fd1-a4d7-4920-94a4-1dd0ef2cf36e","any","none","Partially Used","7","61","2021-07-29 14:31:05","2021-07-29 13:42:50"
"252","FW-IBNHueHoe","PA01","none","none","universal","SSL-VPN","any","haecker-dom\VPN-IBNHueHoe","any","trust","wi216sqln01","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","23805cbc-3080-4b39-b00a-719bf794506e","any","Für Inbetriebnahme W5 Frontenstern Blendenstern","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"253","FW-IBNHueHoe-1","PA01","none","none","universal","SSL-VPN","any","haecker-dom\VPN-IBNHueHoe","any","trust","Domaincontroller-Gruppe","any","dns","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","43483255-6cd0-4ced-a4c7-6f3d0e8b1e6e","any","Für Inbetriebnahme W5 Frontenstern Blendenstern","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"254","FW-Hostmann_Boxmaker","PA01","none","none","universal","SSL-VPN","any","haecker-dom\ext.jhuemke;haecker-dom\ext.tteriet;haecker-dom\vpn-horstmann","any","trust","Boxmaker01_Werk3_Netz","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","64160a2f-1ff0-42da-ae80-df2038ea72d9","any","none","Partially Used","6","132","2022-10-14 15:29:13","2021-07-29 13:42:50"
"255","FW-3TEC","PA01","none","none","universal","SSL-VPN","any","haecker-dom\vpn-3tec01;haecker-dom\vpn-3tec02;haecker-dom\vpn-3tec03","any","trust","3Tec Leit-Testsysteme;3Tec Webservice Produktivsystem;3Tec Webservice Testsystem;filesrv01;filesrv05;ldap;lnxcdbk;lnxcdbp;lnxcdbt;lnxcdwh;lnxchase;SQL Produktiv Cluster Roedinghausen;SQL Test Cluster Roedinghausen;SQLAG028;SQLAG029;SQLAG030;SQLAG031;SQLAG033;SQLAG034;SQLAG035;SQLAG036;SQLAG037;SQLAG038;SQLAG042;SQLAG044;SQLAG045;SQLAG046;SQLAG048;SQLAG050;SQLAG051;SQLAG052;SQLAG_RoeBohr;VLan-5_Default;VLan-1000_Verwaltung;VLan-1010_Werk1;VLan-1020_Werk2;VLan-1030_Werk3;VLan-1040_Werk4;VLan-3103_Versand-Scanner;w2k8hkdbpa;w2k8hkdw01;w2k8hksql01;w2k8hksql02;w2k8hksql03;w2k33tecleit;wi10testmw01;WI219APLIMA-P1;WI219APLOPTI-P1;WI219DW01;WI219SQL-P3;WI219SQL-P4;wi219szopti-p2;wi219viasql-p1-temp;WI222APLOPTI-P1;Wi2163TDBT01;WI2163TDS-P1;WI2163TECLEIT1;wi2163tecleit2;WI2163TLEIT-P;WI2163TLEIT-T;wi2163tscansvc;WI2163TTCP;WI2163TTCP-P2;WI2163TWS-T1;WI2163TWS-T2;WI2193TAPP-T1;WI2193TAPP-T2;WI2193TRMQ-P1;WI2193TRMQ-P2;WI2193TRMQ-T1;WI2193TVSL-P1;WI2193TWD-P1;WI2193TWDSTP-P1;wi2223tl-p1;WI2223TWDAPL-P1","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","b4c4de31-de1b-42f9-b03f-e5cb3364d77c","any","none","Partially Used","13","252","2023-02-22 16:00:05","2021-07-29 13:42:50"
"256","FW-3TEC_Site2Site_01","PA01","VPN","none","universal","Site2Site","3Tec_VPN_FW_Netz","any","any","HK_Venne;trust","3Tec Leit-Testsysteme;3Tec Webservice Produktivsystem;3Tec Webservice Testsystem;filesrv01;filesrv05;ldap;lnxcdbk;lnxcdbp;lnxcdbt;lnxcdwh;lnxchase;SQL Produktiv Cluster Roedinghausen;SQL Test Cluster Roedinghausen;SQLAG028;SQLAG029;SQLAG030;SQLAG031;SQLAG033;SQLAG034;SQLAG035;SQLAG036;SQLAG037;SQLAG038;SQLAG042;SQLAG044;SQLAG045;SQLAG046;SQLAG048;SQLAG050;SQLAG051;SQLAG052;SQLAG056;SQLAG_RoeBohr;Venne_VLan-2251_IMA_APL_Schelling;Venne_VLan-2252_IMA_sonstiges;Venne_VLan-2254_Koch;Venne_VLan-2255_Huettenhoelscher_SSL;Venne_VLan-2256_Huettenhoelscher_USL;Venne_VLan-2257_Huettenhoelscher_ESL;Venne_VLan-2258_PuH_HSL;Venne_VLan-3052_LAN_Produktion;Venne_VLan-3054_LAN_Produktion-II;Venne_VLan_2259_PuH_Sonstiges;Venne_VLan_2261_VS_Strg;Venne_VLan_2263_Zubehoer_sonst;Venne_VLan_2265_Gebhardt;Venne_VLan_2266_Mosca;Venne_VLan_2270_Systraplan_APL;Venne_VLan_2271_Systraplan_HF;Venne_VLan_2272_Kraft;VLan-5_Default;VLan-1000_Verwaltung;VLan-1010_Werk1;VLan-1020_Werk2;VLan-1030_Werk3;VLan-1040_Werk4;VLan-3103_Versand-Scanner;w2k8hkdbpa;w2k8hkdw01;w2k8hksql01;w2k8hksql02;w2k8hksql03;w2k33tecleit;wi10testmw01;WI219APLIMA-P1;WI219APLOPTI-P1;WI219DW01;wi219filesrv07;WI219SQL-P1;WI219SQL-P2;WI219SQL-P3;WI219SQL-P4;WI219SQL-T1;WI219SZOPTI-P1;wi219szopti-p2;wi219viasql-p1-temp;WI222APLOPTI-P1;Wi2163TDBT01;WI2163TDS-P1;WI2163TECLEIT1;wi2163tecleit2;WI2163TLEIT-P;WI2163TLEIT-T;wi2163tscansvc;WI2163TTCP;WI2163TTCP-P2;WI2163TWS-T1;WI2163TWS-T2;WI2193TAPP-T1;WI2193TAPP-T2;Wi2193TDS-P1;WI2193TRMQ-P1;WI2193TRMQ-P2;WI2193TRMQ-T1;WI2193TVSL-P1;WI2193TWD-P1;WI2193TWDAPL-P1;WI2193TWDSTP-P1;WI2193TWDSZ-P1;wi2223tl-p1;WI2223TWDAPL-P1;wi791261602","any","any","any","any","Allow","Profile Group: Haecker_VW_ohne_File_ohne_URL","Traffic log sent at session end;Log Forwarding Profile setting: default","e40d6771-bcdd-4777-b76c-830d8c9a22cb","any","none","Used","23","12","2023-05-04 12:31:33","2021-07-29 13:42:50"
"257","FW-Sintron","PA01","none","none","universal","SSL-VPN","any","haecker-dom\ext.aschmidt;haecker-dom\ext.atoepler;haecker-dom\ext.awecker;haecker-dom\ext.cboeger;haecker-dom\ext.dchristi;haecker-dom\ext.furban;haecker-dom\ext.hkremser;haecker-dom\ext.hwehle;haecker-dom\ext.jhoppe;haecker-dom\ext.lrehling;haecker-dom\ext.mbeckhof;haecker-dom\ext.mrichter;haecker-dom\ext.smaass;haecker-dom\ext.ugrieger;haecker-dom\vpn-sintron;haecker-dom\vpn-sintron1;haecker-dom\vpn-sintron2;haecker-dom\vpn-sintron3","any","trust","Becker_Portal_HMI_1;Becker_Portal_HMI_2;Becker_Portal_HMI_3;Inopack W2  - Sintron PC;MagazinW3-SPS Sockelfuss und Kleinteilanlage;Sintron IP Werk 3 Rahlmeyer;Sintron IPs W2 HSL u.  Packplatz;Sintron IPs W2 OS-Linie Tramm;Sintron IPs W2 OSL Einlegeboeden;Sintron SPS Korpuslager W3 - 1;Sintron SPS Korpuslager W3 - 2;Sintron SPS Korpuslager W3 - 3;Sintron Werk 3 Magazin;Sintron Werk3 SPS Doppelportal;SPS Magazin FT;Verpackung W3 Boeckmann - Sintron PC;VISUHRLW3-T1;VLan-3103_Versand-Scanner;w3frdmsps01;Werk-3-SPS-SSL Sintron;Werk2-SPS-Schubkasten Sintron;Werk2-SPS-Systraplan OSL Sintron;Werk3-HRL;Werk3-SPS-Schubkasten Sintron;Werk3-SPS-Sintron-USL","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","50e18dae-9296-4ebc-8d35-d6846e9eb8c9","any","none","Partially Used","18","133","2022-10-26 09:01:42","2021-07-29 13:42:50"
"258","FW-Hoecker_Polytechnik","PA01","none","none","universal","SSL-VPN","any","haecker-dom\vpn-hpolytec","any","trust","Hoeker_Polytechnik_SPS_Netz","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","9e9142e5-18cf-41b6-992d-06dec1f49a77","any","Höcker Polytechnik SPS","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"259","FW-Fastec-VPN","PA01","SSL-VPN;Fastec","none","universal","SSL-VPN","any","haecker-dom\vpn-fastec","any","trust","SQLAG047;W2K8HKFASTEC01;WI219FASTEC-P1;WI219FASTEC-P2;WI222FASTEC-P3","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","80f37219-3207-4e91-b844-61bbea416f6a","any","none","Used","1","659","2023-05-05 10:59:18","2021-07-29 13:42:50"
"260","FW-Tar_Automation-VPN","PA01","none","none","universal","SSL-VPN","any","haecker-dom\vpn-tar","any","trust","VPN-W2Absaugung","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","564b9925-e80b-4b62-8dea-737d95c75359","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"261","FW-Systraplan","PA01","none","none","universal","SSL-VPN","any","haecker-dom\vpn-systraplan","any","trust","VLan-1010_Werk1;VLan-1020_Werk2;VLan-1030_Werk3","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","f4ee51b4-c35b-4916-8872-0bc29a3dd960","any","none","Partially Used","6","97","2021-07-29 14:31:05","2021-07-29 13:42:50"
"262","Profactor_VPN","PA01","SSL-VPN","none","universal","SSL-VPN","any","haecker-dom\vpn-profactor","any","Fremdgewerke","Fremdgewerk_QStation;W3Qstation","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","303d83a7-94bc-46be-99b5-057bc6c8b1fe","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"263","FW-Systraplan_DNS","PA01","none","none","universal","SSL-VPN","any","haecker-dom\vpn-systraplan","any","trust","Domaincontroller-Gruppe","any","dns","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","45f801b3-1f26-4618-99d2-1bee36b11ff4","any","none","Partially Used","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"264","FW-SRT-Echterhoff","PA01","none","none","universal","SSL-VPN","any","haecker-dom\ext.bfoerste;haecker-dom\ext.mmynarek;haecker-dom\ext.mpingel;haecker-dom\ext.nwittmer","any","trust","Schubkasten-Mont. W2 PCs SPS;Schubkasten-Mont. W3  SPS;SKAZ-W2-SPS SRT;SKAZ2 - W3 - SPS;wi216sqln01","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","825571df-d84f-48dc-ba0c-406a94ddce98","any","Schubkastenmontage W2 PCs+SPS","Used","13","137","2022-10-31 13:31:45","2021-07-29 13:42:50"
"265","FW-Resolto","PA01","none","none","universal","SSL-VPN","any","haecker-dom\vpn-resolto","any","trust","WI1081260761","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","d0e9e947-eb71-4993-89dc-ffc86120c884","any","Wi1081260761","Partially Used","1","652","2021-07-29 14:31:05","2021-07-29 13:42:50"
"266","FW-Huettenhoelscher","PA01","none","none","universal","SSL-VPN","any","haecker-dom\ext.colk;haecker-dom\ext.tboettge;haecker-dom\ext.tjuettne;haecker-dom\vpn-huettenhoelscher","any","trust","Huettenhoelscher_grp","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","e73ca9cc-af34-4043-ae49-15066661405c","any","Schubkastenmontage W2 PCs+SPS","Partially Used","4","391","2022-10-14 15:29:13","2021-07-29 13:42:50"
"267","FW-WFT","PA01","none","none","universal","SSL-VPN","any","haecker-dom\ext.akick;haecker-dom\ext.bklever;haecker-dom\ext.jkempf;haecker-dom\ext.mbaeumle;haecker-dom\ext.mzalucki;haecker-dom\vpn-wft","any","trust","VLan-2267-WFT-HKFTS2","any","any","application-default","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","3c42d5ce-9ecb-4f9a-883e-38bbfab449fd","any","none","Unused","0","-","2023-02-17 11:37:13","2022-11-11 12:16:21"
"268","PVDL","PA01","Produktion;PV","Produktion","universal","trust","PVDL01","any","any","untrust","any","any","any","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict;File Blocking: Executable;WildFire Analysis: Executable-Wildfire-Pruefung-WildFire","Traffic log sent at session end;Log Forwarding Profile setting: default","56f2f59d-d625-4327-8b88-4fde366bffd7","any","Photovoltaik Datalogger","Used","4","332","2021-07-29 14:31:05","2021-07-29 13:42:50"
"269","Enaio DMZ2PUBDMZ","PA01","none","none","universal","dmz","enaioweb_private","any","any","DMZ_Public","any","any","ping","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","cbf727b0-f5dc-4a50-b26f-890d685aae7a","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"270","Teamviewer_ IP","PA01","Produktion","Produktion","universal","trust","Enaio_Farm;Homag Laser - W4;hund_temp;Idem_Fleet;Teamviewer_Client_3;Teamviewerip_grp;wi216p2l01","any","any","untrust","any","any","adobe-flash-socketpolicy-server;fastviewer;flash;ssl;teamviewer;teamviewer-base;web-browsing","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict;URL Filtering: Teamviewer;File Blocking: Executable-Wildfire-Pruefung;WildFire Analysis: Executable-Wildfire-Pruefung-WildFire","Traffic log sent at session end;Log Forwarding Profile setting: default","a74107e6-ba10-4c80-b972-3412754bf73d","any","none","Used","5","657","2021-07-29 14:31:05","2021-07-29 13:42:50"
"271","Dresselhaus_RFID_Terminal","PA01","Produktion","Produktion","universal","trust","Dresselhaus_RFID_grp","any","any","untrust","any","any","adobe-flash-socketpolicy-server;ftp;ssl;teamviewer;teamviewer-base;web-browsing","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict;URL Filtering: Dresselhaus;File Blocking: Executable-Wildfire-Pruefung;WildFire Analysis: Executable-Wildfire-Pruefung-WildFire","Traffic log sent at session end;Log Forwarding Profile setting: default","838b9cf8-477e-4db6-a972-d9b358006f61","any","none","Used","6","424","2021-07-29 14:31:05","2021-07-29 13:42:50"
"272","Teamviewer_ DMZ","PA01","none","none","universal","dmz","wi216ctiweb01_priv","any","any","untrust","any","any","ssl;teamviewer;web-browsing","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict;URL Filtering: Teamviewer;File Blocking: Executable-Wildfire-Pruefung;WildFire Analysis: Executable-Wildfire-Pruefung-WildFire","Traffic log sent at session end;Log Forwarding Profile setting: default","86f30b45-417e-427e-bc4a-ef2edb0a4f63","any","none","Used","4","587","2023-02-01 10:23:01","2021-07-29 13:42:50"
"273","rule85","PA01","none","none","universal","Stadion","STADION-GLT1;STADION-GLT2;Stadion-Medientechnik","any","any","trust","GLTPC-W2-INSTANDHALTUNG;GLTPC-W2-INSTANDHALTUNG-NEU","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","c088233f-8356-4c37-a956-0dfb584b6dbb","any","none","Unused","0","-","2021-11-11 12:47:54","2021-07-29 13:42:50"
"274","Stadion-GLT2","PA01","Stadion","Stadion","universal","HKA","STADION-HKA-GLT1;STADION-HKA-GLT2;STADION-HKA-Medientechnik","any","any","trust","GLTPC-W2-INSTANDHALTUNG;GLTPC-W2-INSTANDHALTUNG-NEU","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","b8862586-2083-4d3e-8dd9-cba564e9e86d","any","none","Partially Used","0","-","2021-11-11 12:47:54","2021-07-29 13:42:50"
"275","SAP BC 1","PA01","SAP","SAP","universal","itelligence","any","any","any","DMZ_Public","WI216SAPBC1","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","51396e42-ab99-4dac-9051-28f069860eee","any","none","Used","3","37","2023-02-06 09:11:30","2023-02-06 09:11:30"
"276","SAP BC 2","PA01","SAP","SAP","universal","DMZ_Public","WI216SAPBC1","any","any","itelligence","any","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","58b88d3a-46ec-42e3-9104-00bc19c0edcf","any","none","Used","2","662","2023-02-06 09:11:30","2023-02-06 09:11:30"
"277","Inwerken","PA01","SAP","none","universal","Inwerken","any","any","any","trust","WI216SAPP1;WI216SAPQ1;WI216SAPT1","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","c1b7e835-67f6-4279-9c0f-a2be22da8bfd","any","none","Used","6","293","2023-02-01 12:15:51","2021-07-29 13:42:50"
"278","FW-Dematic-VPN","PA01","none","none","universal","Dematic","any","any","any","trust","dematic_hrl_w3","any","any","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","27164dea-72c1-4da2-abcd-33c2b22646fd","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"279","FW-Aberle-VPN","PA01","none","none","universal","Aberle","any","any","any","trust","mfrw2;VLan-2113_W2_HRL_Aberle_SPS;w2k8visuhrlw2","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","5170ae54-51a3-4900-a0c2-5a00c2d92582","any","none","Partially Used","11","11","2021-07-29 14:31:05","2021-07-29 13:42:50"
"280","Fischrechner_IN","PA01","Aquarium","none","universal","untrust","DE","any","any","Aquarium","fischrechner_pub","any","ssl;web-browsing","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict;WildFire Analysis: Executable-Wildfire-Pruefung-WildFire","Traffic log sent at session end;Log Forwarding Profile setting: default","9c89a53f-7802-4540-ab7a-f85e28c1e16e","any","none","Used","2","658","2023-02-01 09:18:05","2021-07-29 13:42:50"
"281","Fischrechner_Mail","PA01","Aquarium","none","universal","Aquarium","fischrechner_priv","any","any","trust","DNS1;DNS2;smtp-intern.haecker-kuechen.de","any","dns;smtp","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","0f9f5514-7dc5-4532-8618-8b9310b4af3d","any","none","Partially Used","3","271","2021-08-04 10:15:43","2021-07-29 13:42:50"
"282","Fischrechner_OUT","PA01","Aquarium","none","universal","Aquarium","fischrechner_priv","any","any","untrust","EU","any","any","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","2e3b0775-3628-4158-9814-ba16a6eef2c4","any","none","Used","1","656","2023-02-01 09:12:02","2021-08-05 07:12:03"
"283","[Disabled]  etconn_rdp","PA01","[Disabled]  ETCONN","[Disabled]  ETCONN","[Disabled] universal","[Disabled]  untrust","[Disabled]  Inposia_Support","[Disabled]  any","[Disabled]  any","[Disabled]  dmz","[Disabled]  etconn_pub","[Disabled]  any","[Disabled]  ms-rdp;[Disabled]  t.120","[Disabled]  any","[Disabled]  any","[Disabled]  Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","6ee842fc-b8a3-417e-970b-41b9f6b7492d","[Disabled] any","[Disabled]  none","Partially Used","1","564","2021-12-01 16:21:19","2021-07-29 13:42:50"
"284","etconn_out","PA01","ETCONN;AS2","ETCONN","universal","dmz","WI219ETCONN-P1","any","any","untrust","etconn_out_grp","any","as2;ftp;ntp;ssh;ssl;teamviewer;web-browsing","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","0634af98-796b-402d-a518-407fb326d754","any","none","Used","10","63","2022-02-04 16:36:41","2021-07-29 13:42:50"
"285","etconn_in","PA01","ETCONN;AS2","ETCONN","universal","untrust","etconn_out_grp","any","any","dmz","etconn_pub","any","ftp;ssl","TCP_990;TCP_49152-65534","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","00003f22-16ba-4b0c-8cd8-4a8dcd92c53f","any","none","Used","2","49","2022-10-26 15:53:14","2022-10-26 15:53:14"
"286","etconn_file","PA01","ETCONN","ETCONN","universal","trust","any","any","any","dmz","WI219ETCONN-P1","any","ms-ds-smb;netbios-dg;netbios-ns;netbios-ss","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","b8b6e867-587e-4dd5-b216-99609bf06ce3","any","none","Used","4","538","2021-12-02 16:28:37","2021-07-29 13:42:50"
"287","etconn_sap","PA01","ETCONN;SAP","ETCONN","universal","dmz","WI219ETCONN-P1","any","any","trust","WI216SAPP1;WI216SAPQ1;WI216SAPT1","any","any","SAP_3300","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","8afb39d3-4f06-44d0-9b19-17c4ea741300","any","none","Used","1","661","2023-02-01 12:15:51","2021-07-29 13:42:50"
"288","etconn_mail","PA01","ETCONN","ETCONN","universal","dmz","WI219ETCONN-P1","any","any","trust","mail.haecker-kuechen.de;smtp-intern.haecker-kuechen.de","any","pop3;smtp","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","e2bf95f0-6ab1-40b8-a17b-4d08f162d6d6","any","none","Used","3","39","2021-12-02 16:28:37","2021-07-29 13:42:50"
"289","etconn_dns","PA01","ETCONN","ETCONN","universal","dmz","WI219ETCONN-P1","any","any","trust","Domaincontroller-Gruppe","any","dns;netbios-ns","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","5e730b3c-4beb-4931-9047-d2464a23752f","any","none","Used","2","55","2021-12-02 16:28:37","2021-07-29 13:42:50"
